id,text
324080010,To stand before the Elden Ring. To become Elden Lord.
324080020,What a sad state of affairs.
324080030,"I commend your spirit, but alas, none shall take the throne."
324080040,Queen Marika has high hopes for us.
324080050,That we continue to struggle. Unto eternity.
324100000,You think I don't know what that is?
324100010,I have no secrets for you to salaciously gawp at.
324100020,"You think too little of Gideon Ofnir, the All-knowing."
324800000,"My fellow, you've fought well, until now."
324801000,I know...in my bones...
324801010,A Tarnished cannot become a Lord. Not even you.
324801020,A man cannot kill a god...
324900000,
324900100,Knowledge above all!
324900200,
324900300,
325001000,"Ah, nice to meet you."
325001010,"The pleasure's mine. Rogier's the name. A sorcerer, as you might have guessed."
325001020,"I'm looking for a little something, here in the castle."
325001030,"When I'm not hotfooting it from the troops, that is."
325001040,"But enough about me, what are you doing here in Stormveil Castle?"
325001050,"This place is bristling with Tarnished hunters, you know. They sacrifice our kind, for grafting."
325001060,Not exactly a place I'd stroll into without a purpose in mind...
325002000,"I see. Here to challenge Godrick, and lay your hands upon a Great Rune, are you?"
325002010,"You can see it then, I take it? The guidance of grace."
325002020,"Well, enjoy it while you can."
325002030,"I'm Tarnished, like you."
325002040,"But unlike you, I've seen neither hide nor hair of this guidance for the longest time."
325002050,"Still, I won't forget how it felt when I first came here, to the Lands Between."
325002060,I'm privy to a few magical battle arts.
325002070,Would you care to learn one?
325002080,"As a fellow Tarnished, once guided by grace. I'd love to help you out, if it please."
325003000,"Oh? Keen to learn another battle art, are we?"
325004000,"Oh hello there, good to see you safe."
325004010,Stopping by to learn a battle art or two?
325005000,The battle art you've learned is of the glintstone family.
325005010,"They were conceived at the great Academy of Raya Lucaria, to the north of this castle."
325005020,"In the past, they obeyed laws which contravened the Golden Order, or so I'm told."
325005030,"Fascinating, isn't it?"
325005040,That the Golden Order was pliable enough to absorb practices that contradicted itself in the past.
325005050,"With the Order broken, twisted, and in need of repair,"
325005060,such adaptability is more important now than ever.
325006000,Of course. I understand.
325006010,Why place trust in a perfect stranger?
325006020,"Be safe, then, stranger."
325006030,"Watch you don't get sacrificed, eh. I'll do the same."
325007000,Oh? Something bothering you?
325007010,Or are you just trying to pass the time?
325007020,I'm curious how you ended up inside this castle.
325020000,"Ah, we meet again after all."
325020010,"I apologise for any offence given by my bearing, but I'm quite unable to move, you see."
325020020,So. What do you need?
325021000,"Ah, you defeated Godrick and claimed yourself a Great Rune."
325021010,"Mm, looks like we both got we wanted out of Stormveil, didn't we."
325021020,"Well done, friend."
325021030,"Something to mark the occasion. Go on, take it."
325021040,"As you might've guessed, I still can't move. My fighting days are behind me."
325021050,"No need to be polite, I've no use for it anymore."
325022000,The misshapen corpse under Stormveil?
325022010,That is a sacred relic. Of the black knives plot. As that famed night of assassination is known.
325022020,"It happened during the Golden Age of the Erdtree, long before the shattering of the Elden Ring."
325022030,"Someone stole a fragment of the Rune of Death from Maliketh, the Black Blade."
325022040,"And on a bitter night, murdered Godwyn the Golden."
325022050,That was the first recorded Death of a demigod in all history.
325022060,"And it became the catalyst. Soon, the Elden Ring was smashed, and thus sprang forth the war known as the Shattering."
325022070,"I once wished to become a scholar, you see. I've spent many an hour scouring the archives for knowledge of that fateful plot."
325022080,"The world has grown crooked, and if you intend to put it to rights,"
325022090,"You'd better understand what happened to make it this way, mm?"
325023000,This...is a black knifeprint!
325023010,I can scarcely believe you managed to get your hands on this!
325023020,"You recall our conversation about the Night of the Black Knives, yes?"
325023030,They say the assassins who carried out the deed were scions of the Eternal City.
325023040,"A group entirely of women, arrayed in armour of silver under cloaks which fooled the eye."
325023050,"The knives they wielded though, were imparted with the power of the Rune of Death through sinister rite."
325023060,"Please, I beg of you, lend me the knifeprint for a time."
325023070,I'd love nothing more than to tease out its secrets.
325023080,"Though only a fragment, a very specific ritual had to be performed to impart the power of the Rune of Death."
325023090,Traces of the one who performed the rite are sure to remain in the imprint...
325023100,Half my body has been suffused with Death. I'm certain it will help me see.
325024000,"Oh, still need something?"
325026000,Always good to see you safe.
325026010,So. What do you need?
325027000,"Ah, so you've met D."
325027010,D is an old friend.
325027020,"We found ourselves journeying together for a time, bound by our exploration of Death."
325027030,But our paths have since diverged. Never again to cross.
325027040,Though that's hardly an uncommon fate for two friends.
325028000,Pleased to meet you.
325028010,"The name's Rogier. A sorcerer, by trade."
325028020,But now I'm in this sorry state.
325028030,"I had a little mishap, and now I can't move."
325028040,"As you might guess, it's far from ideal..."
325029000,"Ah, I know."
325029010,I'm privy to a few magical battle arts.
325029020,Would you care to learn one?
325029030,"Time can move rather slowly, stuck here, you know."
325029040,A little conversation goes a long way.
325030000,"Ahh, hello. I was hoping to see you."
325030010,"My examination is complete. Here's the knifeprint back, with my thanks."
325030020,"Now, I have a fairly good idea who performed the rite upon the blade. The person who orchestrated the Night of the Black Knives."
325030030,"Lunar Princess Ranni. One of the children born to King Consort Radagon and his first wife, Renalla."
325030040,Demigod and sister to General Radahn and Praetor Rykard.
325030050,Her's was the name I discovered in the imprint.
325030060,"Truly, you have my thanks."
325030070,"But, if I might be so bold, I would also like to ask something more of you."
325030080,"If Ranni truly is the one who plotted that fateful night,"
325030090,then she should bear the cursemark of Destined Death somewhere upon her flesh.
325030100,I would like you to procure it for me.
325030110,And then all will be laid bare. I will have the answers I have sought for so long.
325030120,"Don't fret, it is entirely in accordance with the guidance of grace."
325030130,"If you seek to stand before the Elden Ring and become Elden Lord,"
325030140,The answers you find will surely bolster your chances.
325031000,I have some idea of Ranni's potential whereabouts.
325031010,There's a manor to the north of the Academy of Raya Lucaria.
325031020,It is the familial home of the Carian royals from whom Ranni descends.
325031030,There's been talk of the old royals' vassals gathering there in recent years
325031040,Ranni's whereabouts since the Shattering are a well-kept secret. She hasn't been seen even once.
325031050,But I suspect she might have returned to the manor in which she was born...
325032000,"If Lunar Princess Ranni truly is the one who plotted that fateful night,"
325032010,then she should bear the cursemark of Destined Death somewhere upon her flesh.
325032020,Would you be willing to procure it for me?
325032030,She may have returned to the manor that is her home.
325032040,The Royal Carian residence to the north of the Academy of Raya Lucaria.
325033000,I'm afraid there's something I must tell you.
325033010,Do you know of Those Who Live in Death?
325033020,The very notion of life in death defies the Golden Order.
325033030,"By D's account, these defiled fiends must be expunged."
325033040,"But truth be told, I seek the cursemark to save them."
325033050,"You may find this peculiar,"
325033060,but I discovered something in my examination of the Night of the Black Knives.
325033070,"These souls have committed no offence. They have every right to life, only, they happened to touch upon a flaw in the Order."
325034000,"Yes, indeed."
325034010,"If D knew what drives me now,"
325034020,he would surely boil over with rage.
325034030,"Or perhaps, he would even feel some pity."
325034040,"But no need to fret, none of that will come to pass."
325034050,I can tell a good lie when I need to.
325035000,And...that thing is to blame for the shape I'm in now...
325035010,I urge the utmost caution. Don't disturb the corpse more than necessary...
325036000,"Oh? Forgot something, did you?"
325037000,Alright there. Good to see you safe.
325040000,I see...
325040010,"When Ranni shed her flesh, she shed the cursemark, too."
325040020,"You know, not everyone would trust such a tale..."
325040030,"But, if she in her current form is nothing more than the living doll you profess..."
325040040,Then perhaps it's true after all.
325040050,Hmm.
325040060,"Forgive the bluntness of the notion, but..."
325040070,How would you like to become one of Ranni's vassals?
325040080,"Ah, only in order to get what we want, of course."
325040090,"The location of the body which bore the cursemark, which right now I haven't the faintest."
325040100,And the best way to find out is for you to enter her service and take a poke around on the sly.
325040110,I know you've got what it takes.
325040120,"Not only are you a superb fighter, but people want to trust you. I've seen it."
325041000,Can you become Ranni's vassal to advance our agenda?
325041010,"While in her service, you'll be able to take a poke around on the sly."
325041020,And determine the location of her original body that bears the cursemark.
325041030,I realise that I'm asking you to put yourself in grave danger.
325041040,"But I know you've got what it takes. Quite possibly the only one, in fact."
325041050,"Not only are you a superb fighter, but people want to trust you. I've seen it."
325045000,D was telling me.
325045010,That he discovered the mark of the centipede.
325045020,The centipede is an ancient symbol of the cursemark.
325045030,"As long as whoever finds and uses it is not nefarious by nature,"
325045040,then we may be able to form an alliance.
325045050,If only I could speak to them in person.
325045060,"And if they were like you, all the better."
325046000,Hmm. Maybe I should tell you.
325046010,"Lately, I feel I'm on the precipice..."
325046020,Of falling into a deep...fathomless slumber.
325046030,"And I have an inkling it could spell trouble for you, somehow."
325046040,"So I just wanted to get the apology out of the way, beforehand."
325046050,Since you're so scary and all.
325047000,<sleeping>
325050000,<moans and stutters>
325050010,"<struggles to say a word, but mostly fails>"
325051000,Off..er her c-curse...m-mark
325051010,Fi…a's… fi…a's…
325051020,T-to... G-god... wyn
325051030,A…fu-full...circle
325051040,F-forms…a…r...rune...
325051050,(Dies)
325100000,"For me, really?"
325100010,Why thank you very much.
325100020,I'll try anything once.
325101000,<sleeping>
325102000,...No thank you.
325102010,I don't need your pity.
325102020,Ah...
325102030,Sorry. You were only trying to be nice.
325102040,It would be my pleasure to take it. My thanks.
325103000,<sleeping>
325800000,Oof!
325800010,I fear you are mistaken.
325800020,"I am no foe of yours, far from it."
325801000,This is rather unfortunate.
325801010,I don't normally find myself cornered like a rat.
325801020,But I have my ways...
325802000,No need to grandstand; you're not even on stage.
325803000,"Well, this is unfortunate."
325803010,Couldn't change a thing...
325810000,Agh!
325810010,I fear you are mistaken.
325810020,"I am no foe of yours, far from it."
325811000,"If you think I am helpless,"
325811010,"you are quite mistaken, I'm afraid."
325812000,"If this doesn't cause you shame, nothing will."
325813000,"Well, this is unfortunate."
325813010,Couldn't change a thing...
325820000,
325820010,
325820020,
325900000,
325900010,
325900020,
325910000,
325910010,
325910020,
325920000,C-curse...m-mark
325920010,Fi…a's… fi…a's…
325920020,T-to... G-god... wyn
326001000,Not seen you before.
326001010,"Name's Bernahl. Tarnished, just like you."
326001020,Let me ask you something.
326001030,Are you here in the Lands Between to take up the fight?
326001040,"Does your faith in the guidance of grace hold firm,"
326001050,despite the collapse of the Golden Order?
326002000,"Yes, you're a Tarnished through and through."
326002010,"Takes me back, but that's a quality needed now more than ever."
326002020,"Any interest in bearing the torch, of my battle arts?"
326002030,"All I know is the sword. Picked up a fair few tricks in my time, too."
326002040,"Now's the time to pass 'em on. To a good and proper Tarnished, like you."
326003000,"Oh, not had your fill, eh? Worry not, I've enough to keep you busy."
326004000,"Ah, hello. Glad to see you safe."
326004010,Here to learn a battle art or two?
326005000,There's a myriad of battle arts in these lands that I've yet to discover.
326005010,"Mementos of all the warriors who raised their arms in battle, lost, and died."
326005020,"A fine tale, all told, of true chivalric romance."
326005030,"That's how I fell in love with the sword, and the arts of combat."
326005040,"It grants meaning even to falling in battle, to death itself."
326006000,"Honest to a fault, I see."
326006010,"Such thoughts won't behove you, as a Tarnished."
326006020,But there's nothing wrong with that.
326006030,"Any interest in bearing the torch, of my battle arts?"
326006040,"All I know is the sword. Picked up a fair few tricks in my time, too."
326006050,"Now's the time to pass 'em on. To a good Tarnished, like you."
326007000,"Not floating your boat, eh?"
326007010,"Well, there's no rush. Knowledge of the arts can wait another day."
326008000,There you are. Decided to bear the torch of my battle arts?
326009000,"Well, until we meet again."
326010000,You...
326010010,What in heaven's name are you doing here?
326010020,The Volcano Manor is a pit of recusants who spit at grace and hunt our own kind.
326010030,I hope you understand the weight of my words.
326011000,Well. As long as you understand what you're saying.
326011010,I thought you a Tarnished bred by virtue.
326011020,"Perhaps playing that part led you to your doubts, I wonder."
326011030,"But know that the path you walk is blasphemy, and leads only to a miserable death."
326011040,"Before you consider hunting any of your own kind, think on that."
326012000,This blasphemous path leads only to a pitiful death.
326012010,"Before you consider hunting any of your own kind, think on that."
326013000,So. You've bloodied your sword in the hunt.
326013010,Then I shall introduce myself once more.
326013020,"Bernahl, a recusant, just like you."
326013030,"Recusants have particular battle arts, styled to our methods of slaughter."
326013040,Why not add some to your repertoire?
326014000,"Oh, not had your fill, eh?"
326015000,"You're still alive, I see."
326015010,"Why not learn another battle art, see if we can't keep it that way."
326016000,"You've come to understand, now, eh?"
326016010,"To take power and make it his own,"
326016020,The recusant must hunt his own kind.
326016030,"To raise the flag of revolt against this sanctified pillaging,"
326016040,We recusants must become the most wretched of predators.
326016050,All you can do is laugh.
326017000,Look at you. A recusant through and through.
326017010,I knew you had it in you.
326017020,Take this.
326017030,"A special invitation, to hunt some of the first Tarnished who sat at the Roundtable Hold."
326017040,"If you should accept, I'll next see you on the field of battle."
326018000,"Ah, I had hoped you'd soon return."
326018010,I have the reward from Lady Tanith.
326018020,"Take it. It's yours, by right."
326018030,Let us tread the path of the recusant together.
326018040,Till we reach the miserable death that awaits us.
326020000,So. You killed Rykard?
326020010,I harbour you no ill will. The strong take. Such is our code.
326020020,Even he was prepared to meet a wretched end when he first took blasphemy unto his very flesh.
326020030,"But anyroad, the Volcano Manor is no more."
326020040,Though we may yet fulfil an old promise.
326020050,"We hunted our own kind, and took what was theirs."
326020060,"And with everything in hand, the time has come to rise, against the Erdtree."
326021000,"O Greater Will, hear my voice."
326021010,"I am the recusant Bernahl, inheritor of my brother's will, and you will fall to my blade."
326021020,We refuse to become your pawns. Consider this fair warning.
326030000,Who are you?
326030010,And what in heaven's name are you doing here?
326030020,The Volcano Manor is a pit of recusants who spit at grace and hunt our own kind.
326030030,I hope you understand the weight of my words.
326040000,Well. As long as you understand what you're saying.
326040010,You have harboured doubts from the very beginning.
326040020,Perhaps this day was always lurking on the horizon.
326040030,"But know that the path you walk is blasphemy, and leads only to a miserable death."
326040040,"Before you consider hunting any of your own kind, think on that."
326041000,Then you must leave immediately.
326041010,Those with weak stomachs have no place here.
326042000,I thought I told you to leave.
326042010,Or do you claim to understand?
326042020,"What it means to be a recusant, renouncing grace and hunting down one's own."
326043000,Well. As long as you understand what you're saying.
326043010,"But know that the path you walk is blasphemy, and leads only to a miserable death."
326043020,"Before you consider hunting any of your own kind, think on that."
326100000,"Oh, a brew, is it?"
326100010,Thanking me for the battle arts?
326100020,You're one of the good ones. Thank you.
326101000,"Oh, a brew, is it?"
326101010,"Fitting, I suppose."
326101020,For a recusant already drunk on blasphemy.
326102000,<sleeping>
326800000,Agh!
326800010,What's wrong with you?
326800020,I won't say it twice. Stop this.
326801000,"I suppose I have no choice, then."
326801010,Is this what grace would have of us?
326802000,"Dog eat dog, once again. A sad lot, we Tarnished."
326803000,"You are an enigma, to be certain."
326803010,The Volcano Manor awaits you.
326900000,
326900010,
326900020,
330001000,"You're Tarnished, aren't you?"
330001010,"I welcome you, to the Church of Vows."
330001020,"I am Miriel, steward of this sacred chamber."
330001030,"My apologies, for the unseemly state of affairs."
330001040,Do you know the origin of this place?
330001050,How it came to be known as the Church of Vows?
330002000,"Well, that is a shame. But who can blame you?"
330002010,The Shattering has caused us - all of us - to lose sight of something very dear.
330002020,"It is here, at the Church of Vows, that the great houses of the Erdtree and the Moon were joined."
330002030,By the matrimonial bond between red-haired Radagon and Rennala of the Full Moon.
330002040,"And so, our church holds in view the monuments of both houses."
330002050,"The Erdtree of the Capital, and the Academy of Raya Lucaria."
330003000,"Oh, was there something you needed?"
330003010,You are free to show yourself around.
330003020,"I would serve as your guide, only my legs aren't what they used to be..."
330003030,"If you find anything of use, you are free to take it with you."
330003040,Unless perhaps you are in search of instruction?
330003050,"In which case, I will share all that I know."
330003060,"Whether it be sorcery or incantations, learning should not fetter you to one side or the other."
330003070,"This is, after all, a church celebrating the union of two such opposed practitioners."
330004000,Is there something else?
330010000,Greetings. Do you need anything?
330011000,Do you possess any celestial dew?
330011010,Then I would like to share my knowledge with you.
330011020,Concerning the miracle of this Church of Vows.
330011030,"Radagon once cleansed himself with celestial dew,"
330011040,"repented his territorial aggressions, and swore his love to Rennala."
330011050,"The Order of the Erdtree and the fate of the moon were conjoined, and all the wounds of war forgiven."
330011060,This miracle blesses the church to this day.
330011070,"And so, you need only follow Radagon's example,"
330011080,"to restore any bond, however strained or severed, to its rightful state of harmony."
330012000,My faith does not waver.
330012010,"The miracle rooted in these grounds will, once again, mend the world."
330012020,"And this time, its bounty will not be squandered."
330012030,"If you would be Elden Lord, Tarnished,"
330012040,"I hope that you, too, will share my faith."
330014000,Are you taking the sword with you?
330014010,"Oh, fear not, I don't wish to chide you."
330014020,"Clearly, you are no conniving thief."
330014030,"The sword is telling us something, no doubt."
330014040,"Rather than collect dust in the shadows underground,"
330014050,it yearns to be wielded by your rightful hand.
330014060,"Ah, now I recall."
330014070,"As the priest of the Church of Vows, I undo the sword's seal, and bequeath it unto you."
330014080,May you hold it high and proud.
330020000,Are you quite finished?
330020010,Take this opportunity to learn to master your emotions.
330020020,"Worry not, I take no offence. But others are not always so forgiving."
330020030,"Some take to anger, others sorrow... Bonds are fragile things, wont to break under strain."
330020040,"And once they're broken, everything is lost, with naught to gain."
330021000,Are you quite finished?
330021010,I suppose my ample frame must have given you quite the fright.
330021020,"Allow me to introduce myself. Miriel, steward of this sacred chamber."
330021030,"My apologies, for the unseemly state of affairs."
330021040,Do you know the origin of this place?
330021050,How it came to be known as the Church of Vows?
330022000,"Are you quite finished, now?"
330031000,"To experience the miracle, kneel in the basin at the back, and cleanse yourself with celestial dew."
330031010,"Absolution will be yours. Any bond, no matter how strained, or even severed, will be put to rights."
330033000,"Ah, I see you have undergone absolution, the miracle that blossoms from these grounds."
330033010,"Good. As such, the bond you may have strained or severed..."
330033020,"Has been restored, to its rightful state of harmony."
330033030,"Be mindful, not to take for granted..."
330033040,the serenity restored by this miracle.
330033050,And take care. Never to break a bond again.
330050000,You wish to know more of Lord Radagon?
330050010,"Lord Radagon was a great champion, possessed of flowing red locks."
330050020,"He came to these lands at the head of a great golden host, when he met Lady Rennala in battle."
330050030,"He soon repented his territorial aggressions though, and became husband to the Carian Queen."
330050040,"However. When Godfrey, first Elden Lord, was hounded from the Lands Between,"
330050050,"Radagon left Rennala to return to the Erdtree Capital, becoming Queen Marika's second husband and King Consort."
330050060,Taking the title...of second Elden Lord.
330050070,"The mystery endures, to this day..."
330050080,As to why Lord Radagon would cast Lady Rennala aside...
330050090,And moreover...why a mere champion would be chosen for the seat of Elden Lord...
330051000,"You know, it's said that Lord Radagon harboured a secret..."
330051010,A famed sculptor of the Erdtree Capital was once summoned to render Lord Radagon's likeness in giant stature.
330051020,When he glimpsed the skeleton in Radagon's closet.
330051030,"And as such, it's said the great statue harbours his secret too."
330052000,You wish to know more of Lady Rennala?
330052010,"She is Queen, head of the Carian royal family, and governor of the Academy of Raya Lucaria."
330052020,The great and beautiful Full Moon Witch.
330052030,"Sadly, her heart was broken when Lord Radagon left her."
330052040,"And then, when the academy rebelled against the royals, she was locked away in the grand library."
330053000,"In the end, Lady Rennala was left alone, cradling the amber egg Lord Radagon bequeathed her."
330053010,Now she devotes herself to it through forbidden rite;
330053020,the grim art of reincarnation.
330053030,You would do well to remember...
330053040,"Severing a vow, strongest of bonds, has consequences ever more dire."
330060000,"Why, this is nectar, is it not?"
330060010,And you're giving it to me?
330060020,"Oh, wonderful, just wonderful."
330060030,"Truth be told, I'm rather fond of the stuff."
330060040,I'll happily take it off your hands!
330061000,<sleeping>
330100000,"Oh, what have we here?"
330100010,"Very well, let us both learn together."
330100020,Heresy is not native to the world; it is but a contrivance.
330100030,All things can be conjoined.
330800000,Mngh!
330801000,"Stop it, please."
330801010,My flesh is akin to stone.
330802000,I cannot be wounded. I cannot die.
330802010,But nor will I cause any harm unto you.
330802020,Cease your futile efforts.
330803000,"Well, aren't we determined."
330803010,...
330804000,...
330805000,Aaa...aaargh!
331001000,What are you lookin' at?
331001010,"You trying to start something, mate?"
331002000,"Oh, that necklace what you're after, is it?"
331002010,"Hmm, well…"
331002020,"Show me what it's worth to you,"
331002030,and I'll consider parting ways with it.
331002040,I'm not in love with it or nothing.
331003000,"You're a shrewd one, chief."
331003010,"First, you hand me the runes. And don't try nothin', neither."
331003020,Hmm...
331003030,Alright. Take it.
331003040,"Thing's no damn use to anyone, anyway."
331003050,"Your bloody idea, mate. Don't come crying to me later."
331004000,"Oh piss off, what is it now?"
331004010,"Oh, I see. You want some of me prawn?"
331004020,"Freshly cooked, it is."
331004030,"Alright then. It's yours, if you can meet me price."
331004040,"I could be persuaded to sell you some other bits too, if you've got the runes."
331005000,What the hell is wrong with you.
331005010,You trying to start something?
331005020,Piss off. Before I crack you in 'alf.
331006000,This bloody swine...
331006010,"Decided to play ball now, 'ave you?"
331006110,"You'll be wantin' the necklace, then?"
331007000,"Think you're bloody clever, do ya?"
331007010,Then how about you piss off?
331007110,fore I crack you in 'alf.
331010000,"Marika's tits, you must be 'ungry."
331011000,"Alright mate. Want some more prawn, do ya?"
331011010,"Alright mate. Still 'ungry, are ya?"
331012000,Never met someone with a taste for prawn I couldn't trust.
331012010,"We'd make good mates, I reckon."
331012020,I'll be seeing ya.
331015000,"Oh, so you met the girl, did ya?"
331015010,"Alright, well, sod the particulars of the matter,"
331015020,"But it ain't my fault she's stupid enough to get duped, is it."
331015030,"Anyway, she ain't all right, that one."
331015040,"Lucky she ain't died on the bloody roadside, I reckon."
331016000,"You're Tarnished too, ain'tcha?"
331016010,"Can you see it then? The guidance of grace, I mean."
331016020,I can't see it at all no more.
331016030,"Makes no bloody sense anyway, why some no-name shithead like me should get called to the Lands Between."
331016040,"Cruel bloody joke, you ask me."
331016050,Maybe something went tits up with it. Maybe... it's been broke for a good long time.
331016060,"The Erdtree, I'm sayin'."
331017000,"You what? Sod the particulars, mate."
331017010,"Ain't my fault people are so bloody stupid, is it?"
331017020,Don't like that it's stolen? Don't sodding buy it..
331020000,What are you lookin' at?
331020010,"Oh...you again, is it."
331020020,"Perfect bloody timing, actually."
331020030,"I got crab, cooked up fresh."
331021000,"Marika's tits, you must be 'ungry."
331022000,"Alright mate. Want some more crab, do ya?"
331022010,"Alright mate. Still 'ungry, are ya?"
331023000,Never met someone with a taste for crab I couldn't trust.
331023010,"We've got a real thing here, eh, and it's only gettin' better."
331025000,"Mate, there's somethin' I should probably tell ya."
331025010,You 'eard of the Dung Eater?
331025020,"E's a madman, 'as it out for everyone. Curses 'em. Goes 'round in this rank armour, an' all."
331025030,"You see 'im though, stay well away."
331025040,"I was in the same gaol as him, once, so I know first 'and."
331025050,E's a god-forsaken monster. Not just some petty thug like me.
331026000,E's a killer. Kills people and curses their souls...
331026010,"Does all sorts of shit to their corpses, to keep 'em cursed, forever."
331026020,I ain't seen nothin' more disgustin' in all my years.
331026030,"I ain't ever been more scared, neither. Rooted to the bloody spot..."
331026040,"While 'e did all that, to my friend..."
331027000,"Yeah...and now I seen it 'ere, again."
331027010,Never thought I would. What 'e does to those bodies.
331027020,"It was... It was 'im, no question."
331027030,That monster. He's lurkin' round 'ere.
331030000,Heh...serves me right.
331030010,"Fitting bloody end, for a jumped up little shit with big ideas..."
331031000,"Help me out, would ya, mate..."
331031010,I don't wanna get cursed. Just let me die...
331031020,I don't wanna live like this...not anymore...
331031030,"So, please..."
331031040,...
331800000,Oof!
331801000,What's your blinkin' problem!
331801010,"You don't mess with Big Boggart, mate."
331802000,"That bitch put you up to this, eh."
331802010,Damn it! I'll rip you to shreds!
331803000,"Not scared, are ya."
331803010,Damn it! I'll rip you to shreds!
331804000,"You feel that, eh?"
331804010,That's the fists of Big Boggart.
331805000,Goddamn it.
331805010,"Why ain't it me, why ain't it ever..."
331900000,
331900010,
331900020,
332001000,<sigh>
332001010,"Someone, please, kill him..."
332001020,That horrendous serpent... Praetor Rykard...
332002000,"Mm, you're Tarnished."
332002010,Here to put the demigods to the sword.
332002020,Then please. Kill the great serpent.
332002030,The one that devoured Praetor Rykard.
332002040,I left the serpent-slaying spear in the Lord's Chamber.
332002050,"Worthy Tarnished, brandish the spear, and run him through."
332002060,The great serpent...that unspeakable monstrosity.
332003000,"Praetor Rykard's ambitions, though blasphemous, marked him a worthy sovereign."
332003010,"But they were reduced to gluttonous depravity, once he gave himself to the serpent."
332003020,"Whatever that thing is, it is no longer Praetor Rykard."
332003030,Someone must kill him.
332003040,"To spare him, and his ambitions, from further dishonour."
332004000,Worthy Tarnished. I left the serpent-slaying spear in the Lord's Chamber.
332004010,It is the only thing that can kill that horror.
332004020,Run it through. The great serpent...that unspeakable monstrosity...
333001000,"You're Tarnished, aren't you?"
333001010,"Then, perhaps you could spare some runes?"
333001020,"Believe it or not, I studied glintstone sorceries at the Academy of Raya Lucaria."
333001030,"For a small donation, I'd be happy to share my knowledge."
333002000,"Well, bless you, bless you."
333002010,You are a true saint.
333002020,My name is Thops.
333002030,"Presuming you're interested, I can teach you sorceries, as promised."
333002040,"Only, none of them are particularly great..."
333003000,Back to learn another?
333003010,"Wonderful. You're most welcome, to any of my anaemic little spells."
333004000,Back to learn another?
333004010,"Why, of course."
333005000,"Well, I can't blame you, I suppose."
333005010,"But, in the case that you do change your mind,"
333005020,"just speak up, loud and clear."
333006000,"Oh, there you are."
333006010,Care to donate a few runes?
333006020,"Believe it or not, I studied glintstone sorceries at the Academy of Raya Lucaria."
333006030,"For a small donation, I'd be happy to share my knowledge."
333020000,"Apologies, friend."
333020010,I'm afraid my meagre sorceries are no match for your generosity.
333020020,"Oh, right."
333020030,I can tell you what I know about this place. That should help a bit.
333020040,"You've seen that structure to the north, towering over the water?"
333020050,That's the Academy of Raya Lucaria. Where we study glintstone sorceries.
333020060,"Only, its doors have been closed for quite some time now."
333020070,"After they declared they wouldn't interfere with the Shattering,"
333020080,the academy cast repelling seals on the east gate leading to the Capital and the south gate leading here.
333020100,"As you might have guessed, the seals are still active,"
333020110,making entry to the academy impossible without a glintstone key.
333020120,"And so I'm stuck here. A fledgling sorcerer, with little chance of acquiring a key."
333020130,"When they cast the seals, I'd just popped out, and now I'm uprooted from my place of learning."
333021000,Why not find yourself a glintstone key?
333021010,"Without one, you can't pass through the academy,"
333021020,and you'll never reach the Erdtree Capital.
333021030,"And if you find an extra glintstone key, perhaps..."
333021040,Once you've tied up all your loose ends - and I can be very patient -
333021050,would you consider donating it to me?
333021060,I know it. I'm a bluntstone. Nary a hint of talent for sorcery.
333021070,"But still, my place is at the academy..."
333022000,"Oh, one more thing... Beware the Albinaurics..."
333022010,...accursed souls born of a forbidden rite of the Eternal City.
333022020,"The curse withered the legs of the old, and silenced the tongues of the Frogs."
333022030,And now they hold deep grudges for anyone left untouched.
333023000,"Thank you, kind soul."
333023010,For learning my paltry sorceries.
333023020,I never imagined that a bluntstone like myself would have the chance to play teacher.
333024000,Are you certain?
333024010,You're willing to give your glintstone key to me?
333024020,…My oh my!
333024030,"Thank you, thank you dearly."
333024040,Now I can go back to the academy.
333024050,"To resume my study...of glintstone sorceries, and the very stars."
333024060,...
333025000,You've taken an apprenticeship with Sellen?
333025010,"Well, that is something."
333025020,Sellen was well known. The most promising sorceress in the history of the academy.
333025030,"I followed her at school, but there may as well have been an ocean between us."
333025040,But Sellen was expelled from the academy.
333025050,"Accused of unthinkable treatment of certain sorcerers, under the name of the Graven Witch."
333025060,I still don't believe the accusations.
333025070,The illustrious Sellen would never do such things...
333026000,Find yourself a glintstone key.
333026010,"Without one, you can't pass through the academy,"
333026020,and you'll never reach the Erdtree Capital.
333030000,"Well, what's this?"
333030010,"For me, is it? But surely, that's a passing fine brew?"
333030020,My meagre sorceries hardly warrant such a reward.
333030030,"Oh, bless you."
333030040,I'll save it for a special occasion.
333030050,I may never have another drink like it for as long as I live.
333031000,...
333040000,"So, you've found yourself a glintstone key."
333040010,But I certainly can't take it from you.
333040020,That key belongs to you.
333040030,"By rights, you should use it for yourself."
333040040,"It's true, I wish to return to my place of study."
333040050,But that's no excuse to impose upon others.
333040060,Ah...is this why bluntstones always finish last?
333041000,Head to the Academy of Raya Lucaria.
333041010,Carry on with your journey. Press forward with your fight.
333041020,Don't bother holding yourself up for my sake.
333051000,Thank you dearly.
333051010,"With your blessing, I will depart for the Academy of Raya Lucaria."
333051020,"Perhaps, one day, you'll pay me a visit?"
333051030,"Who knows, I may be a decorated sorcerer by then!"
333051040,Ha ha!
333100000,"Oh, did I not mention?"
